Count,Outs,Pitcher,Batter,Type,PitchResult,Vel,Spin,ExitVel,LaunchAng,pCallStrk%
1-0,1,T. Lively (UNM),Z. Darby (UCSB),Curveball,Ground Out,78.2,2710.6,94.5,-25.7,98.40%
0-1,2,T. Lively (UNM),I. Brethowr (UCSB),Slider,Ground Out,82,2647.4,84.1,0.6,11.80%
0-0,0,T. Hudson (UNM),B. Mortensen (UCSB),Changeup,Home Run on a 405.17 ft Fly Ball,87.1,1867.9,107.1,22.8,96.60%
0-1,0,W. Bannister (UNM),C. Nunez (UCSB),Slider,Ground Out,84,2188.7,85.7,-26.2,97.70%
2-0,1,W. Bannister (UNM),L. Mccollum (UCSB),Fastball,Fly Out,89.7,2145.5,86.5,49.5,37.40%
3-2,2,W. Bannister (UNM),C. Kirtley (UCSB),Fastball,Fly Out,90.2,2163,95.1,26.5,89.90%
0-2,0,W. Bannister (UNM),Z. Darby (UCSB),Slider,Single on a Ground Ball,84.6,2232.5,86.8,3.1,95.10%
0-0,0,W. Bannister (UNM),I. Brethowr (UCSB),Slider,Fly Out,82.6,2152.3,93.5,58.9,31.70%
1-2,1,W. Bannister (UNM),B. Mortensen (UCSB),Slider,Pop Out,84.2,2108.6,95.4,60.1,78.30%
1-0,2,W. Bannister (UNM),N. Oakley (UCSB),Slider,Ground Out,81.5,2037.9,86.5,-36.1,85.50%
2-0,1,T. Novotny (MINN),C. Kirtley (UCSB),Sinker,Single on a Ground Ball,89.4,2115.5,69.9,-10.7,97.50%
1-1,1,T. Novotny (MINN),Z. Darby (UCSB),Sinker,Fielder's Choice,89.5,2178.9,75.8,-51.9,97.70%
3-2,2,T. Novotny (MINN),A. Parker (UCSB),Sinker,Fly Out,89.1,2014.5,92.8,31.1,92.50%
1-1,1,T. Novotny (MINN),L. Mccollum (UCSB),Sinker,Single on a Line Drive,90.4,2086.5,96.9,9.8,95.70%
3-1,0,T. Novotny (MINN),C. Kirtley (UCSB),Changeup,Fly Out,87.4,1885.1,90.1,52.4,97.50%
3-2,1,T. Novotny (MINN),Z. Darby (UCSB),Sinker,Ground Out,87.8,2038.5,97.1,-26.5,96.50%
2-0,2,T. Novotny (MINN),A. Parker (UCSB),Sinker,Fly Out,87.3,2013.1,102,27.3,97.40%
1-0,0,T. Novotny (MINN),J. Sebring (UCSB),Slider,Single on a Bunt Ground Ball,80.2,2088.2,15.9,-58.7,5.30%
1-1,0,T. Novotny (MINN),N. Oakley (UCSB),Sinker,Triple on a Line Drive,88.2,2051.8,89,12.5,27.50%
0-0,0,T. Novotny (MINN),C. Nunez (UCSB),Sinker,Ground Out,88,2026.2,87.6,-1.1,78.20%
3-1,2,N. Rooney (MINN),C. Kirtley (UCSB),Fastball,Pop Out,88.7,1994.6,92.6,64.5,97.20%
0-1,0,N. Rooney (MINN),Z. Darby (UCSB),Curveball,Single on a Line Drive,77.2,1835.5,99.7,8.1,97.60%
0-1,0,N. Rooney (MINN),A. Parker (UCSB),Changeup,Fly Out,81.8,1344.9,97.3,53.7,37.70%
0-1,1,N. Rooney (MINN),I. Brethowr (UCSB),Fastball,Double on a Line Drive,88.8,1959.6,99.9,15.7,94.90%
1-2,1,N. Rooney (MINN),L. Mccollum (UCSB),Fastball,Ground Out,90.1,1865.6,76.7,-51.7,46.70%
2-2,2,N. Rooney (MINN),J. Sebring (UCSB),Fastball,Single on a Ground Ball,90.3,2069.1,102.7,-23.8,94.60%
0-1,2,N. Rooney (MINN),N. Oakley (UCSB),Fastball,Ground Out,88.4,2065.2,86.3,-17.4,98.50%
3-1,1,R. Dauman (MINN),C. Kirtley (UCSB),Fastball,Fly Out,87.8,2339.1,87.6,28.8,87.80%
2-2,2,R. Dauman (MINN),Z. Darby (UCSB),Fastball,Fly Out,89,2349,90.4,22.9,97.90%
3-1,0,R. Dauman (MINN),A. Parker (UCSB),Fastball,Fly Out,86.2,2292.5,97.6,46.8,96.00%
1-2,1,R. Dauman (MINN),I. Brethowr (UCSB),Fastball,Home Run on a 403.03 ft Fly Ball,87.6,2391.9,104,20.7,96.10%
0-0,1,R. Dauman (MINN),L. Mccollum (UCSB),Slider,Single on a Bunt Ground Ball,79.7,2385,24.8,-2.8,93.30%
1-1,1,R. Dauman (MINN),J. Sebring (UCSB),Curveball,Fly Out,77.4,2325.7,98.5,20.2,96.90%
0-0,2,J. Hauser (MINN),N. Oakley (UCSB),Fastball,Double on a Line Drive,90.3,2532.8,103.4,17.3,97.50%
0-2,0,J. Hauser (MINN),J. Newman jr. (UCSB),Slider,Fly Out,84.7,2821.6,78.5,44.6,96.50%
1-1,1,J. Hauser (MINN),C. Kirtley (UCSB),Slider,Ground Out,84.6,2783.8,65.4,-8.2,25.80%
0-0,2,J. Hauser (MINN),Z. Darby (UCSB),Slider,Single on a Ground Ball,84.1,2770.7,99.1,-1.6,99.00%
1-2,2,J. Hauser (MINN),B. Mortensen (UCSB),Sinker,Reached on Error on a Fly Ball,89.9,2669.5,101,23.3,76.00%
