Rank,playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,fWAR,xWOBADf,wOBA,xWOBA,xAVG,xOBP,OBP,AVG,AB,RPW,RLR,rPOS,BSR,wRAA
2509,1129292032,A. Baskin,Austin Baskin,Baskin,DH,University of Memphis,MEM,730172160,Memphis,BBC,R,R,.232,.035,.365,.329,.247,.328,.359,.282,216,3.33,4.86,-4.81,-3.157,3.874
2510,1102980352,G. Wood,Garrett Wood,Wood,2B,University of Mississippi,MISS,5322,Ole Miss,BBC,S,R,.231,-.006,.360,.367,.334,.445,.444,.333,15,3.25,0.34,0.16,.034,.214
2511,1212166400,Z. Freeman,Zach Freeman,Freeman,RF,The Ohio State University,OSU,4144,Ohio State,BBC,L,R,.231,-,1.261,.000,-,.000,1.000,1.000,1,3.00,0.02,-0.14,.004,.811
2512,1077731072,W. Brown,Will Brown,Brown,CF,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,.227,.005,.361,.356,.194,.335,.400,.276,76,3.29,1.83,-1.88,-.406,1.198
2513,1195616000,L. Polk,Lakin Polk,Polk,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,.226,.013,.398,.385,.272,.393,.333,.200,10,3.11,0.22,-0.09,.033,.540
2514,1279343616,T. Albright,Tyler Albright,Albright,EH,Duke University,DUKE,730336256,Duke,BBC,R,L,.225,.069,.363,.295,.230,.335,.402,.310,155,3.23,3.52,-6.30,.831,2.673
2515,1176418560,M. Smith,Myles Smith,Smith,CF,UC Irvine,UCI,3031,UC Irvine,BBC,L,R,.225,.089,.355,.265,.121,.355,.433,.230,122,3.39,3.46,-4.70,.828,1.176
2516,1271027968,R. Kilpatrick,Ryan Kilpatrick,Kilpatrick,CF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,.225,-,.566,.344,-,.500,.750,.500,2,3.29,0.08,0.05,-.163,.776
2517,1330949120,M. Kaufer,Max Kaufer,Kaufer,C,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,.224,-.010,.270,.279,.172,.325,.333,.183,104,3.15,2.44,6.48,.851,-9.067
2518,1084696576,D. Parker,David Parker,Parker,C,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,.223,-,.459,.282,-,.400,.600,.333,3,3.50,0.10,0.18,.003,.495
2519,1301828864,C. O'brien,Connor O'brien,O'brien,DH,Bradley University,BRAD,730253312,Bradley,BBC,R,R,.223,.059,.388,.329,.240,.301,.338,.280,132,3.26,2.77,-6.27,-1.097,5.321
2520,1300425984,T. Sheridan,Thomas Sheridan,Sheridan,C,Canisius College,CAN,730218752,Canisius,BBC,R,R,.222,.178,.307,.130,.000,.182,.364,.222,18,3.13,0.42,1.26,-.179,-.809
2521,1120050944,L. Donlon,Lucas Donlon,Donlon,3B,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,.221,.063,.351,.288,.210,.352,.438,.320,25,3.16,0.59,0.16,-.173,.118
2522,1184669952,J. De Goti,Jorge De Goti,De Goti,3B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,.221,.237,.433,.196,.206,.206,.429,.429,7,3.08,0.13,0.00,.021,.532
2523,1211099136,C. Saum,Charlie Saum,Saum,C,Stanford University,STAN,730251264,Stanford,BBC,R,R,.220,.023,.300,.277,.166,.351,.370,.190,21,3.19,0.50,1.26,.055,-1.118
2524,1090953216,S. Saunders,Skyler Saunders,Saunders,CF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,.220,.165,.368,.203,.164,.252,.368,.294,17,3.26,0.38,0.10,-.133,.367
2525,1247527936,A. Cain,Austin Cain,Cain,3B,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,.218,.023,.318,.296,.244,.313,.343,.277,224,3.35,4.99,2.24,-.030,-6.467
2526,1317507584,A. Thomas,Aaron Thomas,Thomas,RF,Wofford College,WOF,730176512,Wofford,BBC,R,R,.217,-.043,.375,.418,.232,.366,.341,.200,35,3.18,0.84,-0.87,-.381,1.103
2527,1144634624,T. Livermore,Tony Livermore,Livermore,LF,Northwestern University,NW,730247680,Northwestern,BBC,L,L,.217,.079,.310,.231,.162,.288,.358,.245,159,3.26,3.73,4.28,-.937,-6.366
2528,1142714368,C. Sabathia,Carsten Sabathia,Sabathia,DH,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,.217,.109,.394,.285,.130,.288,.364,.222,9,3.19,0.21,0.00,.026,.459
2529,1297347328,A. Guzman,Adonys Guzman,Guzman,C,Boston College,BC,227,Boston College,BBC,R,R,.216,.053,.302,.249,.165,.311,.362,.227,66,3.18,1.51,2.97,-.533,-3.262
2530,1160953344,B. Macnaughton,Ben Macnaughton,Macnaughton,LF,Lamar University,LAM,730162432,Lamar,BBC,R,R,.216,.070,.319,.250,.216,.301,.367,.291,189,3.34,4.27,0.12,1.679,-5.343
2531,1205259520,A. Diaz,Alex Diaz,Diaz,C,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,.215,.072,.325,.253,.066,.341,.353,.083,12,3.17,0.32,0.90,-.196,-.339
2532,1205074688,W. Jewell,William Jewell,Jewell,LF,Houston Baptist University,HBU,730157824,Houston Baptist,BBC,L,L,.215,.107,.366,.259,.134,.318,.364,.192,52,3.33,1.29,-1.57,-.107,1.105
2533,1321236992,C. Gabrielson,Cole Gabrielson,Gabrielson,DH,University of Southern California,USC,5047,USC,BBC,R,R,.214,.029,.368,.340,.231,.340,.376,.274,201,3.38,4.85,-7.84,-.919,4.627
2534,1283052288,R. Hawthorne,Riley Hawthorne,Hawthorne,2B,Murray State University,MURR,730188032,Murray State,BBC,L,R,.213,-.079,.314,.393,.368,.424,.339,.271,155,3.30,3.44,2.21,.214,-5.166
2535,1097713408,C. Myers,Colin Myers,Myers,3B,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,.213,.152,.343,.191,.068,.262,.417,.263,19,3.13,0.46,0.24,.047,-.079
2536,1168411137,R. Bhojwani,Ryan Bhojwani,Bhojwani,3B,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,.213,.108,.339,.231,.145,.287,.364,.250,16,3.19,0.41,0.18,.247,-.160
2537,1085755392,E. Long,Ethan Long,Long,1B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,.213,.082,.406,.325,.174,.363,.438,.270,37,3.33,0.94,-1.79,-.969,2.533
2538,1216253697,T. Simay,Tim Simay,Simay,3B,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,.213,.127,.589,.462,.522,.522,.667,.667,3,3.33,0.06,0.00,.006,.645
2539,1105387008,J. Journette,Justin Journette,Journette,3B,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,.213,.244,.347,.103,.025,.135,.341,.260,146,3.26,3.20,-2.90,.406,-.003
2540,1266722560,C. Ketzner,Cole Ketzner,Ketzner,1B,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,.211,.045,.306,.260,.185,.293,.336,.235,115,3.22,2.53,3.20,-.147,-4.906
2541,1194035968,K. Ortiz,Kevin Ortiz,Ortiz,C,Houston Baptist University,HBU,730157824,Houston Baptist,BBC,R,R,.210,.175,.409,.234,.160,.300,.500,.400,5,3.00,0.11,0.18,.010,.333
2542,1324687872,A. Dambach,Austin Dambach,Dambach,RF,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,.209,.009,.363,.354,.244,.446,.467,.273,11,3.17,0.30,-0.28,.422,.221
2543,1134372608,R. Pena,Roberto Pena,Pena,3B,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,.209,.063,.361,.299,.186,.301,.335,.227,198,3.34,4.69,-9.24,2.185,3.071
2544,1297583872,C. White,Carter White,White,LF,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,L,L,.208,.050,.345,.294,.277,.344,.384,.321,196,3.40,4.50,-4.73,1.361,-.428
2545,1091770112,R. Kasper,Riley Kasper,Kasper,3B,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,.208,.033,.328,.295,.267,.338,.367,.300,170,3.28,3.70,-0.26,.429,-3.186
2546,1143059456,K. Proctor,Keenan Proctor,Proctor,RF,UCLA,UCLA,5048,UCLA,BBC,L,R,.208,.000,.459,.459,.333,.600,.600,.333,3,3.13,0.09,-0.14,.203,.495
2547,1204946944,W. Vierling,Will Vierling,Vierling,C,University of Louisville,LOU,5467,Louisville,BBC,L,L,.206,.016,.302,.287,.177,.317,.325,.188,32,3.11,0.73,1.58,-.086,-1.580
2548,1084026624,G. Abrams,Gavin Abrams,Abrams,RF,Clemson University,CLEM,730358784,Clemson,BBC,L,R,.205,.084,.376,.292,.148,.329,.394,.231,26,3.15,0.63,-0.93,.071,.876
2549,1144600832,M. Andeel,Maxwell Andeel,Andeel,RF,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,.205,.062,.364,.302,.233,.334,.389,.296,135,3.28,3.02,-5.04,.348,2.344
2550,1337587712,J. Lagattuta,John Lagattuta,Lagattuta,RF,Cal Poly,CP,5487,Cal Poly,BBC,S,R,.203,-,.534,.282,-,.400,.600,.333,3,4.00,0.12,-0.14,.006,.830
2551,1099689728,C. Johnson,Caleb Johnson,Johnson,3B,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,S,R,.203,.112,.306,.194,.143,.234,.317,.236,165,3.27,3.57,3.81,.093,-6.808
2552,1186286080,L. Jones,Lamarcus Jones,Jones,LF,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,.202,.263,.368,.105,.118,.118,.417,.417,12,3.14,0.22,-0.04,.232,.227
2553,1180256000,Z. Kasperowicz,Zach Kasperowicz,Kasperowicz,C,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,L,.202,-,.377,.251,-,.357,.500,.222,9,3.00,0.26,0.54,-.595,.396
2554,1287364352,W. Neels,Weber Neels,Neels,DH,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,.202,.085,.357,.272,.191,.300,.366,.268,157,3.26,3.51,-3.56,-.871,1.579
2555,1227145472,N. Jansen,Neil Jansen,Jansen,RF,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,.202,.215,.382,.167,.031,.233,.458,.316,19,3.11,0.44,-0.36,-.184,.736
2556,1281550592,J. Willis,Jelani Willis,Willis,C,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,.201,.447,.518,.071,.044,.044,.250,.250,4,3.50,0.08,0.00,.016,.607
2557,1278035968,H. Jessee,Hunter Jessee,Jessee,RF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,L,.198,.052,.359,.307,.228,.347,.383,.271,188,3.37,4.57,-7.23,.839,2.487
2558,1207752448,G. Lawrence,Gardner Lawrence,Lawrence,DH,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,S,R,.198,.146,.347,.201,.048,.274,.381,.188,16,3.25,0.40,0.00,.241,-.002
2559,1332074496,C. Bradshaw,Connor Bradshaw,Bradshaw,CF,Pepperdine University,PEPP,730338304,Pepperdine,BBC,L,R,.197,.073,.317,.244,.184,.263,.297,.223,112,3.21,2.48,1.70,-.054,-3.496
2560,1092610048,O. Lopez,Omar Lopez,Lopez,LF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,.197,-,.689,.689,-,1.000,1.000,-,0,3.25,0.04,0.00,-.006,.607
2561,1097651200,M. Lucas,Max Lucas,Lucas,DH,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,L,R,.195,-.017,.363,.381,.331,.363,.381,.350,20,3.05,0.39,-0.18,.060,.320
2562,1176405760,P. Wade,Pat Wade,Wade,1B,Columbia University,CLMB,730319104,Columbia,BBC,R,R,.195,.305,.422,.118,.084,.084,.286,.286,7,3.20,0.13,0.00,.024,.468
2563,1310816256,T. Oster,T.J. Oster,Oster,SS,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,.195,.117,.366,.249,.171,.322,.455,.333,18,3.25,0.42,0.18,-.341,.378
2564,1126689792,D. Crowell,Dillion Crowell,Crowell,C,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,.194,.042,.296,.254,.178,.315,.333,.200,10,3.30,0.23,0.72,.230,-.541
2565,1157742080,W. Plattner,Will Plattner,Plattner,C,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,.194,.134,.367,.233,.136,.280,.417,.300,10,3.33,0.25,0.36,-.201,.234
2566,1327057920,C. Keithley,Carson Keithley,Keithley,P,Texas State University,TXST,5420,Texas State,BBC,L,L,.193,-,.431,.172,-,.250,.375,.167,6,3.25,0.15,-0.14,.017,.598
2567,1107077120,J. Enriquez,Jose Enriquez,Enriquez,1B,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,L,L,.191,.028,.393,.365,.197,.291,.409,.333,96,3.28,2.13,-5.51,-.552,4.555
2568,1207762944,B. Hayes,Braylen Hayes,Hayes,LF,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,.191,.018,.351,.334,.219,.432,.455,.250,8,3.00,0.19,-0.28,.616,.043
2569,1099808512,M. Dalena,Maddix Dalena,Dalena,1B,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,.190,-,.365,.117,-,.182,.379,.241,54,3.20,1.24,-1.84,.153,1.058
2570,1310479616,T. Stecko,Ty Stecko,Stecko,1B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,.189,.265,.345,.080,.002,.113,.389,.313,16,3.00,0.32,0.04,.244,-.035
2571,1184713216,J. Kang,Jordan Kang,Kang,2B,Harvard University,HARV,5450,Harvard,BBC,R,R,.188,.204,.357,.153,.062,.196,.321,.208,24,3.28,0.54,-0.01,-.152,.244
2572,1246242048,N. De sedas,Nander De sedas,De sedas,2B,Florida State University,FSU,101,Florida State,BBC,S,R,.188,.067,.307,.241,.180,.250,.295,.230,161,3.23,3.47,3.14,.476,-6.476
2573,1263840256,Y. Saint,Yechiel Saint,Saint,2B,Presbyterian College,PRE,730184192,Presbyterian,BBC,S,R,.187,-,.480,.480,-,.667,.667,.000,1,3.25,0.06,0.00,.198,.354
2574,1201258752,C. Niehaus,Caleb Niehaus,Niehaus,2B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,.187,.116,.310,.194,.155,.220,.321,.266,203,3.24,4.26,2.68,1.058,-7.389
2575,1190090496,W. Baumhofer,Will Baumhofer,Baumhofer,2B,College of Charleston,COFC,730177792,College of Charleston,BBC,L,L,.187,.081,.351,.270,.198,.322,.404,.296,135,3.34,3.20,-3.28,.169,.541
2576,1117520640,L. Wilkerson,Landrey Wilkerson,Wilkerson,RF,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,L,L,.187,.258,.412,.154,.092,.175,.364,.300,10,3.13,0.20,-0.28,.030,.632
2577,1330266624,K. Fukofuka,Kimo Fukofuka,Fukofuka,DH,San Jose State University,SJSU,730206720,San Jose State,BBC,R,R,.185,.295,.535,.240,.000,.333,.667,.500,2,3.00,0.05,0.00,.002,.500
2578,1239824384,D. Kurahashi-choy foo,Dylan Kurahashi-choy foo,Kurahashi-choy foo,2B,Tarleton State University,TSU,730236416,Tarleton State,BBC,R,R,.184,.000,.322,.322,.265,.338,.347,.276,174,3.29,3.84,1.86,-.754,-4.339
2579,1156695040,C. Shaver,Cayden Shaver,Shaver,DH,Murray State University,MURR,730188032,Murray State,BBC,R,R,.183,-,.689,.689,-,1.000,1.000,-,0,3.50,0.04,0.00,-.006,.607
2580,1310469888,C. Moss,Chris Moss,Moss,CF,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,.183,.183,.371,.188,.099,.224,.345,.240,25,3.13,0.53,-0.65,.079,.610
2581,1294951936,T. Fast,Taber Fast,Fast,P,Texas Tech University,TTU,2350,Texas Tech,BBC,L,L,.182,.030,.630,.600,.667,.667,.500,.500,2,3.00,0.04,0.00,.008,.503
2581,1310861824,E. Butler,Ethan Butler,Butler,PH,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,.182,-,.630,.000,-,.000,.500,.500,2,3.00,0.04,0.00,.008,.503
2583,1255842560,A. Birge,Alex Birge,Birge,C,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,.182,.075,.335,.260,.119,.349,.435,.235,17,3.14,0.42,0.36,.036,-.248
2584,1127970816,B. Uhse,Brandon Uhse,Uhse,CF,University of Houston,HOU,3030,Houston,BBC,R,R,.181,.059,.344,.286,.224,.317,.356,.270,185,3.36,4.26,-4.44,1.276,-.492
2585,1211721728,T. Lozano,Tyler Lozano,Lozano,DH,Creighton University,CREI,730243840,Creighton,BBC,R,R,.180,.024,.323,.299,.245,.330,.335,.251,167,3.32,3.72,1.19,-.195,-4.111
2586,1092719616,C. Beattie,Chase Beattie,Beattie,EH,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,.180,-,.366,.292,-,.417,.500,.143,7,3.17,0.22,0.14,.009,.201
2587,1112133632,S. Sherman,Samuel Sherman,Sherman,2B,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,.180,-,.332,.103,-,.148,.407,.304,23,3.15,0.50,0.36,.057,-.350
2588,1284163328,C. Mcgonigal,Cole Mcgonigal,Mcgonigal,LF,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,L,.179,.070,.349,.280,.139,.328,.390,.219,32,3.19,0.77,-1.16,.883,.087
2589,1145510656,R. Medina,Ronny Medina,Medina,C,Florida International University,FIU,4468,Florida International,BBC,R,R,.179,.126,.298,.172,.015,.238,.377,.195,41,3.25,1.01,2.52,-.659,-2.290
2590,1200777984,T. Laneve,Troy Laneve,Laneve,DH,Vanderbilt University,VAN,5046,Vanderbilt,BBC,L,R,.178,.079,.357,.278,.168,.240,.326,.262,42,3.14,0.85,-0.83,.131,.407
2591,1100228608,M. Ball,Michael Ball,Ball,2B,University of Nevada,NEV,4784,Nevada,BBC,R,R,.178,-.001,.319,.320,.272,.363,.378,.290,31,3.10,0.67,1.32,-.527,-.914
2592,1237372928,L. Ransom,Lincoln Ransom,Ransom,P,Old Dominion University,ODU,3090,Old Dominion,BBC,R,R,.177,-.054,.375,.429,.297,.423,.359,.219,32,3.20,0.73,-0.98,-.136,.952
2593,1307926528,M. Anquillare,Michael Anquillare,Anquillare,LF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,.177,.196,.368,.172,.149,.206,.400,.357,14,3.06,0.27,-0.04,.040,.277
2594,1337263872,C. Warehime,Cole Warehime,Warehime,3B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,.177,-,.459,.282,-,.400,.600,.333,3,3.38,0.10,0.00,.003,.495
2595,1139644160,R. Ortiz,R. Ortiz,Ortiz,SS,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,.177,-,.350,.086,-,.125,.313,.214,14,3.33,0.31,0.42,-.182,.038
2596,1090286592,J. Doyle,Jack Doyle,Doyle,3B,Northeastern University,NE,343,Northeastern,BBC,R,R,.176,-,.400,.131,-,.182,.364,.250,8,3.11,0.20,-0.19,.022,.514
2597,1074720512,T. Hill,Telly Hill,Hill,PH,University of the Pacific,PAC,730386944,Pacific,BBC,L,L,.176,-,.524,.230,-,.333,.667,.500,2,3.00,0.05,0.00,.002,.472
2598,1099937280,D. Thomas,Dane Thomas,Thomas,RF,Wright State University,WRST,5390,Wright State,BBC,L,L,.175,.066,.345,.279,.184,.356,.411,.256,121,3.30,3.14,-4.61,2.292,-.244
2599,1113909248,J. Schoenvogel,Jacob Schoenvogel,Schoenvogel,RF,University of Houston,HOU,3030,Houston,BBC,L,R,.175,-.130,.357,.488,.422,.422,.333,.333,6,3.42,0.12,0.00,.420,.056
2600,1123968000,K. Schupmann,Kyle Schupmann,Schupmann,3B,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,.172,.102,.320,.218,.080,.266,.333,.167,54,3.27,1.32,0.72,.175,-1.658
2601,1262598912,L. Noble,Lawrence Noble,Noble,RF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,.171,.170,.315,.145,.049,.189,.324,.207,29,3.35,0.69,-0.03,.905,-.988
2602,1328273152,D. Kellogg,Devin Kellogg,Kellogg,2B,University of Hartford,HART,730212352,Hartford,BBC,R,R,.171,.114,.310,.196,.164,.241,.333,.268,112,3.23,2.42,1.98,.328,-4.180
2603,1123194368,R. Guardino,Ryan Guardino,Guardino,DH,University of Alabama,ALA,730206976,Alabama,BBC,R,R,.171,.030,.402,.372,.157,.494,.500,.167,6,3.18,0.19,-0.14,.011,.485
2604,1246349056,D. Boone,Devin Boone,Boone,2B,Marist College,MRST,730374656,Marist,BBC,R,R,.171,-,.459,.459,-,.667,.667,.000,1,3.25,0.06,0.00,.198,.299
2605,1083797248,F. Febles,Franki Febles,Febles,RF,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,.170,.091,.452,.361,.156,.494,.600,.333,3,3.33,0.10,0.00,.003,.468
2606,1319051264,C. Sparber,Chris Sparber,Sparber,RF,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,.169,.025,.346,.321,.202,.395,.414,.227,22,3.17,0.54,-0.23,.256,-.031
2607,1294967040,J. Jones,Jayson Jones,Jones,3B,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,.167,.020,.353,.333,.206,.387,.386,.205,44,3.32,1.11,-0.48,-.367,.289
2608,1097562368,B. Nigh,Brandon Nigh,Nigh,3B,Oakland University,OAK,5386,Oakland,BBC,R,R,.167,.144,.325,.181,.153,.220,.342,.286,147,3.39,3.23,1.48,-.998,-3.140
2609,1110073856,S. Garner,Seth Garner,Garner,P,University of Memphis,MEM,730172160,Memphis,BBC,R,R,.165,-,.884,.000,-,.000,1.000,1.000,1,3.00,0.02,0.00,.001,.477
2609,1110069504,M. Hoskins,Matthew Hoskins,Hoskins,P,University of Georgia,UGA,226,Georgia,BBC,R,R,.165,.761,.884,.123,.130,.130,1.000,1.000,1,3.00,0.02,0.00,.001,.477
2609,1189283072,D. Walls,Dawson Walls,Walls,PH,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,.165,.647,.884,.237,.267,.267,1.000,1.000,1,3.00,0.02,0.00,.001,.477
2612,1174670336,T. Gill,Ty Gill,Gill,2B,Purdue University,PUR,730353152,Purdue,BBC,L,R,.164,.077,.350,.272,.239,.286,.333,.292,24,3.08,0.49,0.10,-.149,.067
2613,1316893184,H. Heinze,Hayden Heinze,Heinze,CF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,.163,.126,.312,.186,.163,.226,.344,.298,84,3.24,1.86,1.06,.640,-3.035
2614,1297500928,T. Borgogno,Ty Borgogno,Borgogno,SS,Long Beach State University,LBSU,730224128,Long Beach State,BBC,R,R,.161,.058,.326,.268,.188,.329,.385,.257,74,3.21,1.75,0.92,-.448,-1.707
2615,1314878208,M. Maginnis,Michael Maginnis,Maginnis,3B,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,.161,.064,.327,.263,.192,.309,.352,.243,74,3.18,1.64,0.22,.204,-1.555
2616,1183183104,S. Gipson,Shane Gipson,Gipson,C,University of Richmond,RICH,730171904,Richmond,BBC,R,R,.161,.098,.382,.284,.083,.389,.500,.250,4,3.38,0.14,0.18,.007,.218
2617,1188215040,N. Cardinez,Nainoa Cardinez,Cardinez,C,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,.161,-.008,.350,.359,.344,.445,.438,.333,12,3.08,0.29,0.14,.026,.045
2618,1282543104,D. Blackmore,Derek Blackmore,Blackmore,1B,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,.161,.295,.524,.230,.000,.333,.667,.500,2,3.00,0.05,-0.04,.002,.472
2619,1208591104,M. Brown-eiring,Matt Brown-eiring,Brown-eiring,CF,Stony Brook University,STON,730249984,Stony Brook,BBC,R,R,.160,.113,.368,.255,.198,.276,.365,.299,184,3.41,4.16,-6.86,-.550,3.798
2620,1227233536,E. Vecrumba,Ethan Vecrumba,Vecrumba,RF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,.160,.130,.382,.251,.176,.313,.333,.200,5,3.22,0.11,0.00,.216,.185
2621,1263359488,D. Allen II,Dwight Allen II,Allen II,CF,University of Georgia,UGA,226,Georgia,BBC,R,R,.159,.086,.366,.281,.180,.356,.429,.273,11,3.19,0.26,-0.42,.428,.239
2622,1288356864,J. Rollon,Jj Rollon,Rollon,LF,Southern University,SOU,4767,Southern,BBC,L,L,.159,.056,.373,.316,.207,.401,.451,.274,62,3.29,1.62,-2.75,-.266,1.918
2623,1143107328,P. Lester,Parker Lester,Lester,1B,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,.157,.107,.380,.273,.233,.312,.402,.338,80,3.16,1.72,-3.99,.038,2.725
2624,1080153600,Z. Mallia,Zack Mallia,Mallia,DH,Radford University,RAD,730267392,Radford,BBC,R,R,.157,.106,.371,.265,.153,.266,.333,.231,26,3.17,0.56,-0.32,-.373,.631
2625,1192646400,V. Figueroa,Victor Figueroa,Figueroa,DH,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,.157,.160,.372,.212,.138,.271,.385,.273,44,3.27,1.00,-2.18,.542,1.153
2626,1322648576,E. Berta,Evan Berta,Berta,LF,Fairfield University,FAIR,730380544,Fairfield,BBC,L,L,.157,-,.884,.000,-,.000,1.000,1.000,1,3.17,0.02,0.00,.001,.477
2627,1204982528,D. Seigneur,Derek Seigneur,Seigneur,C,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,.154,-,.278,.057,-,.083,.333,.273,22,3.00,0.42,1.44,.062,-1.461
2628,1084025600,J. Robinson Jr.,Jesse Robinson Jr.,Robinson Jr.,PR,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,.154,.103,.372,.269,.243,.312,.364,.300,10,3.13,0.20,0.00,.033,.247
2629,1158557696,B. Campos,Ben Campos,Campos,RF,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,.152,-.081,.316,.397,.357,.469,.350,.212,33,3.20,0.79,0.99,-.135,-1.157
2630,1201632768,G. Casey,Garrett Casey,Casey,C,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,.152,-.013,.304,.317,.265,.381,.342,.219,32,3.14,0.72,1.40,-.139,-1.498
2631,1195427584,L. Duffy,Logan Duffy,Duffy,DH,Old Dominion University,ODU,3090,Old Dominion,BBC,L,R,.152,.100,.366,.265,.239,.294,.375,.327,52,3.13,1.03,-1.63,.152,.925
2632,1100740096,E. Swidler,Ethan Swidler,Swidler,C,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,.151,.064,.288,.224,.146,.267,.303,.188,85,3.09,1.79,4.23,-.378,-5.180
2633,1188259840,N. Rabon,Noah Rabon,Rabon,RF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,.151,.084,.326,.242,.214,.285,.362,.299,117,3.45,2.65,-2.00,2.340,-2.470
2634,1283395584,N. Bisaccia,Nick Bisaccia,Bisaccia,2B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,.150,-,.379,.000,-,.000,.375,.375,8,3.00,0.14,0.06,.025,.225
2635,1267781888,L. Loos,Lucas Loos,Loos,RF,Oakland University,OAK,5386,Oakland,BBC,R,R,.150,-,.360,.059,-,.085,.338,.286,63,3.17,1.34,-1.91,.217,.828
2636,1148468992,C. Dick,Carlin Dick,Dick,RF,Canisius College,CAN,730218752,Canisius,BBC,L,L,.149,.048,.351,.303,.249,.346,.341,.243,103,3.32,2.45,-3.35,.908,.480
